Pagine principali,Clic,Impressioni,CTR,Posizione
https://shop.moruzzi.it/it/citta-del-vaticano-pio-xii-pacelli-lire-10-1939-anno-i-zecca-di-roma-argento-fdc-pagani-735-29299.html,40,2023,1.98%,7.43
https://shop.moruzzi.it/it/regno-d-italia-vittorio-emanuele-iii-2-lire-1911-quadriga-veloce-zecca-di-roma-argento-bb-rr-60162-pagani-734.html,40,1642,2.44%,9.16
https://shop.moruzzi.it/it/galba-sesterzio-68-d-c-s-c-vittoria-con-corona-e-ramo-di-palma-zecca-di-roma-bronzo-qbb-r-ric-250.html,40,1520,2.63%,5.39
https://shop.moruzzi.it/it/anonimo-quadrigato-225-212-a-c-testa-gianiforme-dei-dioscuri-giove-in-quadriga-guidata-dalla-vittoria-con-fulmine-e-scettro-in-esergo-roma-zecca-incerta-argento-mspl-nc-crawford-29-3-27979.html,40,1417,2.82%,6.2
https://shop.moruzzi.it/it/regno-d-italia-vittorio-emanuele-iii-banca-d-italia-lire-50-capranesi-buoi-05-01-1918-firme-stringher-sacchi-mbb-rr-crapanzano-63-28919.html,40,1352,2.96%,6.32
https://shop.moruzzi.it/it/citta-del-vaticano-giovanni-xxiii-medaglia-annuale-in-argento-anno-iv-enciclica-mater-et-magistra-opus-pietro-giampaoli-fdc-bartolotti-e962-.html,40,1341,2.98%,6.81
https://shop.moruzzi.it/es/regno-d-italia-vittorio-emanuele-ii-5-lire-scudo-1870-zecca-di-milano-argento-qfdc-pagani-490.html,40,1221,3.28%,7.6
https://shop.moruzzi.it/it/stato-pontificio-pio-ix-baiocco-1851-anno-v-zecca-di-roma-rame-spl-pagani-504.html,40,1028,3.89%,6.8
https://shop.moruzzi.it/es/tito-sesterzio-80-d-c-s-c-la-spes-con-fiore-solleva-il-lembo-della-veste-zecca-di-roma-bronzo-bb-ric-170.html,40,1008,3.97%,5.73
https://shop.moruzzi.it/it/volusiano-sesterzio-senza-data-felicitas-pvblica-s-c-zecca-di-roma-mbb-r-ric-251-s.html,40,607,6.59%,8.59
https://shop.moruzzi.it/it/regno-delle-due-sicilie-francesco-i-10-tornesi-1825-zecca-di-napoli-rame-mb-pagani-119-e.html,39,3284,1.19%,9.34
https://shop.moruzzi.it/it/regno-d-italia-vittorio-emanuele-iii-1-centesimo-1910-italia-su-prora-zecca-di-roma-rame-mspl-pagani-947-27569.html,39,2306,1.69%,8.34
https://shop.moruzzi.it/it/citta-del-vaticano-pio-xii-serie-annuale-di-4-valori-1950-zecca-di-roma-italma-spl-unificato-pi12-821-27238.html,39,2010,1.94%,10.63
https://shop.moruzzi.it/it/agrippa-asse-37-41-d-c-m-agrippa-l-f-cos-iii-testa-con-corona-rostrata-s-c-nettuno-con-tridente-e-piccolo-delfino-zecca-di-roma-bronzo-mbb-149432-ric-58-27022.html,39,1963,1.99%,5.78
https://shop.moruzzi.it/it/citta-del-vaticano-giovanni-paolo-ii-medaglia-annuale-in-argento-anno-v-1983-65-anniversario-della-i-apparizione-di-fatima-opus-ernst-gunter-hansing-fdc-di-virgilio-48-27629.html,39,1061,3.68%,7.78
https://shop.moruzzi.it/it/medaglie/medaglie-italiane/medaglie-borboniche.html,39,920,4.24%,11.23
https://shop.moruzzi.it/it/gordiano-iii-pio-sesterzio-241-242-d-c-p-m-tr-p-iiii-cos-ii-p-p-s-c-apollo-seduto-con-il-ramoscello-appoggia-il-gomito-su-di-una-lira-zecca-di-roma-bronzo-mspl-ric-302.html,39,693,5.63%,7.6
https://shop.moruzzi.it/it/italia-serie-annuale-ufficiale-11-valori-1996-fdc.html,39,538,7.25%,6.8
https://shop.moruzzi.it/en/citta-del-vaticano-pio-xii-pacelli-serie-annuale-di-5-valori-con-100-lire-in-oro-iii-tipo-1950-a-ivb-anno-santo-giubileo-zecca-di-roma-fdc-145874-unificato-12-226-e-ss-27166.html,39,518,7.53%,6.99
https://shop.moruzzi.it/it/regno-di-napoli-ferdinando-iv-di-borbone-ducati-6-1773-zecca-di-napoli-oro-mbb-pannuti-riccio-21-29591.html,39,483,8.07%,6.97
https://shop.moruzzi.it/it/citta-del-vaticano-paolo-vi-serie-di-prova-in-argento-da-8-monete-1968-anno-vi-fdc-rrr.html,38,6648,0.57%,9.23
https://shop.moruzzi.it/it/monete/monete-d-oltremare/cina.html,38,3526,1.08%,12.77
https://shop.moruzzi.it/it/monete/monete-pontificie/pio-ix-mastai-ferretti-1846-1878.html,38,2504,1.52%,8.76
https://shop.moruzzi.it/it/costantino-iv-follis-668-685-d-c-1.html,38,2007,1.89%,8.03
https://shop.moruzzi.it/it/monete/monete-italiane-preunitarie/bologna.html,38,1877,2.02%,10.99
https://shop.moruzzi.it/it/repubblica-di-san-marino-vecchia-monetazione-5-lire-1932-zecca-di-roma-argento-mbb-pagani-359.html,38,1524,2.49%,7.54
https://shop.moruzzi.it/it/citta-del-vaticano-giovanni-paolo-i-luciani-medaglia-straordinaria-in-argento-1978-a-i-commemorazione-del-pontificato-opus-celestino-giampaoli-fdc-macri-marinelli-725.html,38,1223,3.11%,6.93
https://shop.moruzzi.it/it/ottaviano-e-giulio-cesare-bronzo-38-a-c-zecca-di-italia-mbb-r-crawford-535-1-28542.html,38,958,3.97%,5.25
https://shop.moruzzi.it/it/monete/monete-della-citta-del-vaticano/pio-xi-ratti-1922-1939.html,38,906,4.19%,7.25
https://shop.moruzzi.it/it/regno-delle-due-sicilie-ferdinando-ii-di-borbone-120-grana-1834-zecca-di-napoli-argento-spl-pannuti-riccio-58-27419.html,38,664,5.72%,7.82
https://shop.moruzzi.it/it/repubblica-italiana-banca-d-italia-2000-lire-08-10-1973-galileo-firme-carli-barbarito-mspl-11194-crapanzano-502.html,37,8778,0.42%,6.73
https://shop.moruzzi.it/it/otacilia-severa-sesterzio-244-249-d-c-concordia-avgg-s-c-roma-mbb-ric-203.html,37,3314,1.12%,5.17
https://shop.moruzzi.it/it/repubblica-italiana-banca-d-italia-1000-lire-25-09-1961-busto-dell-italia-medusa-firme-carli-ripa-fds-150898-crapanzano-471.html,37,2655,1.39%,7.66
https://shop.moruzzi.it/it/regno-d-italia-colonia-eritrea-umberto-i-lire-2-1890-zecca-di-roma-argento-mbb-r-pagani-630-28998.html,37,2194,1.69%,6.95
https://shop.moruzzi.it/it/stato-pontificio-benedetto-xiv-baiocco-1752-a-xii-zecca-di-roma-rame-spl-nc-muntoni-176.html,37,2101,1.76%,6.73
https://shop.moruzzi.it/it/regno-d-italia-vittorio-emanuele-iii-2-lire-1936-xiv-impero-zecca-di-roma-nichel-qfdc-r-pagani-754.html,37,1768,2.09%,8.62
https://shop.moruzzi.it/it/citta-del-vaticano-serie-divisionali-2018-fdc-fs.html,37,1717,2.15%,9.98
https://shop.moruzzi.it/it/citta-del-vaticano-10-euro-commemorativo-2018-fs-sacramento-del-battesimo.html,37,1322,2.8%,10.26
https://shop.moruzzi.it/it/monete/monete-dell-impero-romano/coniazioni-sotto-i-severi.html,37,991,3.73%,10.68
https://shop.moruzzi.it/it/germanico-asse-39-40-d-c-c-caesar-divi-avg-pron-avg-p-m-tr-p-iii-p-p-s-c-grande-al-centro-zecca-di-roma-bronzo-mbb-rr-ric-43.html,37,929,3.98%,5.84
https://shop.moruzzi.it/it/monete/monete-pontificie/pio-vi-braschi-1775-1799.html,37,817,4.53%,9.07
https://shop.moruzzi.it/de/lucania-metaponto-statere-vi-inizi-v-ac-spiga-di-grano-e-a-sinistra-met--incuso-zecca-di-metaponto-argento-qspl-(nc)-(sng-dan-1158-var)-25648.html,37,669,5.53%,5.14
https://shop.moruzzi.it/it/banconote/banconote-italiane/banco-di-sicilia.html,37,648,5.71%,8.4
https://shop.moruzzi.it/it/italia-italstat-medaglia-in-metallo-bianco-terra-acqua-aria-fuoco-1989-opus-mario-ceroli-fdc-26706.html,37,547,6.76%,8.21
https://shop.moruzzi.it/it/regno-d-italia-vittorio-emanuele-ii-1861-1878-centesimi-5-1861.html,36,5279,0.68%,7.67
https://shop.moruzzi.it/it/citta-del-vaticano-benedetto-xvi-ratzinger-2005-2013-50-centesimi-2012-vatican-city-coin-card-fdc.html,36,4809,0.75%,12.4
https://shop.moruzzi.it/it/repubblica-italiana-lire-500-caravelle-1967-zecca-di-roma-argento-fdc-pagani-2108-29037.html,36,3319,1.08%,8.57
https://shop.moruzzi.it/it/stati-uniti-d-america-dollaro-peace-1935-zecca-di-philadelphia-argento-qspl-143267-km-150.html,36,2942,1.22%,8.48
https://shop.moruzzi.it/it/regno-delle-due-sicilie-francesco-ii-di-borbone-2-tornesi-1859-zecca-di-napoli-rame-bb-73676-pannuti-riccio-6-26447.html,36,2122,1.7%,9.76
https://shop.moruzzi.it/it/monete/monete-italiane-preunitarie/lucca.html,36,1715,2.1%,11.28
https://shop.moruzzi.it/it/citta-del-vaticano-pio-xii-medaglia-annuale-in-argento-1955-anno-xvii-chiusura-dell-anno-mariano-salus-populi-romani-opus-aurelio-mistruzzi-fdc-bartolotti-e955.html,36,1500,2.4%,6.22
https://shop.moruzzi.it/it/antonino-pio-sesterzio-156-157-d-c-tr-pot-xx-cos-iiii-s-c-l-annona-con-il-piede-sopra-la-prua-di-una-nave-e-sostiene-il-timone-e-tiene-un-modio-sulla-gamba-zecca-di-roma-bronzo-qbb-nc-ric-964.html,36,1394,2.58%,6.94
https://shop.moruzzi.it/it/antonino-pio-sesterzio-151-152-d-c-tr-pot-xv-cos-iiii-s-c-zecca-di-roma-mb-r-ric-889-s.html,36,1181,3.05%,8.45
https://shop.moruzzi.it/it/regno-d-italia-vittorio-emanuele-iii-lire-20-cappellone-o-elmetto-1928-a-vi-zecca-di-roma-argento-qfdc-r-pagani-680-29295.html,36,1176,3.06%,7
https://shop.moruzzi.it/it/sicilia-mamertini-pentonkion-208-200-a-c-zecca-siciliana-bronzo-qbb-buceti-24-28675.html,36,1095,3.29%,5.05
https://shop.moruzzi.it/es/monedas/monedas-imperiales-romanas/monedas-de-magnencio-y-decentius.html,36,1067,3.37%,8.75
https://shop.moruzzi.it/it/stato-pontificio-urbano-viii-barberini-1623-1644-testone-1632.html,36,798,4.51%,7.14
https://shop.moruzzi.it/it/regno-d-italia-vittorio-emanuele-iii-1900-1943-lire-2-aquila-sabauda-1904.html,36,759,4.74%,7.98
https://shop.moruzzi.it/it/repubblica-italiana-banca-d-italia-20000-lire-21-02-1975-tiziano-firme-carli-barbarito-fds-138399-crapanzano-594.html,35,4431,0.79%,6.66
https://shop.moruzzi.it/it/postumo-sesterzio-peso-alto-260-d-c-p-m-tr-p-cos-ii-p-p-s-c-l-imperatore-in-abiti-militari-con-globo-e-lancia-zecca-di-lugdunum-bronzo-mbb-ric-106.html,35,4077,0.86%,8.36
https://shop.moruzzi.it/it/repubblica-italiana-banca-d-italia-10000-lire-12-05-1960-capranesi-repubbliche-marinare-firme-menichella-boggione-mbb-crapanzano-568.html,35,2354,1.49%,7.82
https://shop.moruzzi.it/it/stato-pontificio-pio-ix-mastai-ferretti-baiocchi-5-1854-ann-viii-zecca-di-roma-rame-mspl-pagani-485.html,35,2302,1.52%,8.37
https://shop.moruzzi.it/it/citta-del-vaticano-2-euro-2023-fdc-v-centenario-della-morte-del-perugino.html,35,1728,2.03%,10.06
https://shop.moruzzi.it/it/regno-d-italia-umberto-i-medaglia-in-bronzo-argentato-26-04-1883-commemorazione-unita-d-italia-opus-speranza-mspl.html,35,1615,2.17%,5.98
https://shop.moruzzi.it/it/monete/monete-dell-impero-romano/coniazioni-sotto-treboniano-gallo.html,35,1599,2.19%,7.9
https://shop.moruzzi.it/it/massenzio-follis-310-311-d-c-victoria-avg-n-rep-la-vittoria-con-corona-e-ramo-di-palma-zecca-di-roma-bronzo-qspl-r-ric-272-s.html,35,1277,2.74%,5.19
https://shop.moruzzi.it/it/monete/monete-del-regno-di-sardegna/vittorio-emanuele-i-1802-1821.html,35,1202,2.91%,10.66
https://shop.moruzzi.it/it/regno-di-albania-ahmed-bey-zogu-franga-ari-1937-zecca-di-roma-argento-mbb-km-16-28452.html,35,1186,2.95%,6.79
https://shop.moruzzi.it/it/antonino-pio-asse-148-149-d-c-mvnificentia-avg-cos-iiii-s-c-elefante-corazzato-zecca-di-roma-bronzo-qspl-r-ric-862a.html,35,1175,2.98%,5.43
https://shop.moruzzi.it/it/lucania-paestum-semisse-89-a-c-37-d-c-testa-femminile-mineia-e-dietro-la-nuca-mineia-m-f-veduta-di-un-edificio-e-nel-campo-ai-lati-p-s-s-c-zecca-di-poseidonia-bronzo-mbb-nc-sng-dan-1373.html,35,1012,3.46%,7.23
https://shop.moruzzi.it/it/italia-cassa-di-risparmio-di-torino-medaglia-in-bronzo-1933-opus-stefano-johnson-fdc-(casolari-xi94)-26276.html,35,922,3.8%,6.97
https://shop.moruzzi.it/it/lucilla-sesterzio-164-180-d-c-ivnoni-lvcinae-s-c-ric-1747-var-27152.html,35,802,4.36%,11.21
https://shop.moruzzi.it/es/stato-pontificio-innocenzo-xi-odescalchi-piastra-a-vii-non-prodervnt-in-die-vltionis-zecca-di-roma-argento-mbb-muntoni-35.html,35,386,9.07%,6.1
https://shop.moruzzi.it/it/gens-herennia-m-herennius-denario-108-107-a-c-testa-della-pietas-amphinomus-con-il-padre-in-braccio-zecca-di-roma-argento-10932-mbb-crawford-308-1.html,34,2583,1.32%,5.45
https://shop.moruzzi.it/it/regno-d-italia-vittorio-emanuele-ii-5-lire-scudo-1871-m-zecca-di-milano-argento-qbb-146125-pagani-492-27354.html,34,2499,1.36%,7.64
https://shop.moruzzi.it/it/etiopia-menelik-ii-1889-1913-birr-1892-1.html,34,2479,1.37%,9.23
https://shop.moruzzi.it/it/repubblica-di-san-marino-vecchia-monetazione-10-lire-1935-zecca-di-roma-argento-mbb-pagani-353-25510.html,34,2070,1.64%,8.01
https://shop.moruzzi.it/it/monete/monete-dell-impero-romano/coniazioni-di-macrino-e-diadumeniano.html,34,1993,1.71%,9.58
https://shop.moruzzi.it/it/regno-d-italia-vittorio-emanuele-iii-centesimi-20-impero-1936-xiv-zecca-di-roma-spl-r-pagani-853-29012.html,34,1879,1.81%,10.19
https://shop.moruzzi.it/it/regno-delle-due-sicilie-ferdinando-ii-di-borbone-120-grana-1834-zecca-di-napoli-argento-spl-pannuti-riccio-58.html,34,1707,1.99%,8.66
https://shop.moruzzi.it/it/stato-pontificio-pio-xi-medaglia-annuale-in-argento-1933-anno-santo-della-redenzione-opus-mistruzzi-fdc-bartolotti-e933.html,34,1701,2%,6.44
https://shop.moruzzi.it/it/giulia-mamea-asse-222-235-d-c-fecvnditas-avgvstae-s-c-la-fecunditas-con-cornucopia-stende-la-destra-verso-un-fanciullo-zecca-di-roma-bronzo-qspl-ric-669.html,34,1410,2.41%,5.95
https://shop.moruzzi.it/it/italia-repubblica-lire-500-campionato-mondiale-di-calcio-1986-1987.html,34,1409,2.41%,9.05
https://shop.moruzzi.it/it/citta-del-vaticano-serie-divisionale-2018-50-euro-in-oro-fs-27202.html,34,1096,3.1%,10.25
https://shop.moruzzi.it/it/sicilia-herbessos-emilitra-340-336-a-c-epbessinon-testa-laureata-di-sikelia-protome-di-toro-androprosopo-con-barba-e-cornetto-sulla-fronte-zecca-di-herbessos-bronzo-qbb-rr-buceti-5.html,34,1073,3.17%,6.27
https://shop.moruzzi.it/es/regno-d-italia-vittorio-emanuele-ii-1-lira-1863-m-stemma-zecca-di-milano-argento-fdc-pagani-514.html,34,993,3.42%,7.12
https://shop.moruzzi.it/it/monete/monete-della-repubblica-italiana/monete-commemorative-in-argento-da-lire-200.html,34,988,3.44%,9.55
https://shop.moruzzi.it/it/stato-pontificio-innocenzo-xii-pignatelli-piastra-1696-an-v-loqvetvr-pacem-gentibvs-il-papa-in-concistoro-zecca-di-roma-argento-mbb-r-muntoni-20.html,34,920,3.7%,6.95
https://shop.moruzzi.it/it/giulio-cesare-dupondio-45-a-c-c-clovi-praef-minerva-con-lancia-e-scudo-decorato-con-la-testa-della-gorgone-zecca-incerta-mb-crawford-476-1a.html,34,813,4.18%,7.5
https://shop.moruzzi.it/es/nerone-sesterzio-65-d-c-pace-p-r-terra-mariq-parta-ianvm-clvsit-s-c-tempio-di-giano-con-la-porta-chiusa-zecca-di-roma-bronzo-153933-mbb-ric-266.html,34,714,4.76%,6.93
https://shop.moruzzi.it/es/repubblica-di-genova-dogi-biennali-terza-fase-scudo-stretto-ii-tipo-1680-et-rege-eos-la-beata-vergine-dvx-et-gvb-reip-genv-croce-con-una-stella-a-sei-punte-zecca-di-genova-argento-qbb-r-lunardi-260-26602.html,34,541,6.28%,7.74
https://shop.moruzzi.it/en/regno-d-italia-vittorio-emanuele-iii-1900-1943-centesimo-italia-su-prora-1908.html,34,539,6.31%,6.71
https://shop.moruzzi.it/it/medaglie/medaglie-papali/le-medaglie-di-benedetto-xiii-1724-1730.html,34,375,9.07%,7.21
https://shop.moruzzi.it/it/regno-d-italia-vittorio-emanuele-iii-2-lire-1943-xxi-impero-zecca-di-roma-nichel-mbb-r-pagani-762.html,33,2381,1.39%,12.89
https://shop.moruzzi.it/it/citt-del-vaticano-giovanni-paolo-ii-wojtyla-medaglia-annuale-in-argento-anno-xiii-1991-centenario-rerum-novarum-con-enciclica-opus-enrico-manfrini-fdc-(crw-1622)-27126.html,33,2258,1.46%,7.93
https://shop.moruzzi.it/it/serenissima-repubblica-di-venezia-bartolomeo-gradenigo-ducato-zecchino-senza-data-oro-qfdc-r-paolucci-1.html,33,2173,1.52%,9.06
https://shop.moruzzi.it/it/citta-del-vaticano-pio-xii-pacelli-medaglia-annuale-in-bronzo-anno-santo-1950-giubileo-porta-santa-opus-aurelio-mistruzzi-fdc-r-bartolotti-e950.html,33,1726,1.91%,6.19
https://shop.moruzzi.it/it/repubblica-italiana-banca-d-italia-1000-lire-12-07-1947-grande-m-barbetti-modificato-firme-einaudi-urbini-mspl-crapanzano-462.html,33,1445,2.28%,9
https://shop.moruzzi.it/it/regno-d-italia-vittorio-emanuele-ii-5-lire-scudo-1872-m-zecca-di-milano-argento-qfdc-pagani-494.html,33,1438,2.29%,9.32
https://shop.moruzzi.it/it/stati-uniti-d-america-dollaro-morgan-1888-o-zecca-di-new-orleans-argento-qbb-nc-km-110.html,33,1365,2.42%,9.64
https://shop.moruzzi.it/it/regno-di-sicilia-federico-ii-tari-1197-1250-r-al-centro-ai-lati-due-punti-ic-xc-ni-ka-tagliato-da-una-croce-zecca-di-messina-o-palermo-oro-qspl-rr-spahr-58.html,33,1339,2.46%,7.47
https://shop.moruzzi.it/it/italia-mussolini-medaglia-fusa-in-bronzo-o-argento-decennale-del-pnf-1923-opus-giannino-castiglioni-spl-(casolari-i23)-26754.html,33,1127,2.93%,12.4
https://shop.moruzzi.it/it/aureliano-e-vaballato-antoniniano-271-272-d-c-vabalathvs-v-c-r-im-d-r-zecca-di-antiochia-bronzo-spl-r-ric-381-s.html,33,1010,3.27%,6.86
https://shop.moruzzi.it/it/regno-d-italia-vittorio-emanuele-ii-1861-1878-lire-2-1863.html,33,963,3.43%,10.06
https://shop.moruzzi.it/it/massimino-i-il-trace-sesterzio-236-238-d-c-zecca-di-roma-bronzo-spl-ric-90-29161.html,33,839,3.93%,5.88
https://shop.moruzzi.it/it/bruttium-rhegium-bronzo-350-270-a-c-scalpo-del-leone-visto-dall-alto-r-phginon-testa-laureata-di-apollo-zecca-di-rhegion-spl-sng-dan-1942-26659.html,33,830,3.98%,6.4
https://shop.moruzzi.it/it/monete/monete-italiane-preunitarie/principato-di-lucca-e-piombino-1805-1814.html,33,800,4.12%,8.21
https://shop.moruzzi.it/it/stato-pontificio-benedetto-xiv-1-2-baiocco-1747-a-viii-zecca-di-gubbio-rame-mb-rr-muntoni-487.html,33,775,4.26%,8.41
https://shop.moruzzi.it/it/lucania-thurium-distatere-400-350-a-c-busto-di-atena-con-elmo-attico-decorato-da-scilla-thoypion-toro-cozzante-e-in-esergo-un-tonno-zecca-di-thurium-argento-mbb-r-hn-italy-1804.html,33,744,4.44%,6.4
https://shop.moruzzi.it/it/costanzo-i-cloro-cesare-follis-296-297-d-c-genio-popvli-romani-r-g-il-genio-con-il-modius-sul-capo-ed-il-mantello-sulla-spalla-sinistra-tiene-una-patera-ed-una-cornucopia-zecca-di-roma-bronzo-mbb-ric-66a.html,33,633,5.21%,6.48
https://shop.moruzzi.it/it/geta-denario-209-d-c-pontif-cos-ii-genio-roma-argento-bb-ric-59b-27287.html,32,3869,0.83%,6.73
https://shop.moruzzi.it/it/italia-regia-marina-militare-medaglia-in-argento-dorato-1932-fdc-(nc)-(casolari-x75)-26635.html,32,2196,1.46%,14.49
https://shop.moruzzi.it/it/regno-d-italia-vittorio-emanuele-iii-2-centesimi-1915-italia-su-prora-zecca-di-roma-rame-bb-pagani-937-27221.html,32,1916,1.67%,8.6
https://shop.moruzzi.it/it/repubblica-italiana-biglietto-di-stato-lire-500-mercurio-campione-14-02-1974-firme-miconi-nardi-fabiano-fds-r-crapanzano-cfr-bs62-28915.html,32,1757,1.82%,6.81
https://shop.moruzzi.it/it/crispina-sesterzio-180-192-d-c-salvs-s-c-la-salus-seduta-nutre-da-una-patera-un-serpente-che-si-slancia-dall-altare-zecca-di-roma-bronzo-bb-ric-672-r.html,32,1489,2.15%,7.52
https://shop.moruzzi.it/it/zeugitana-cartagine-bronzo-310-280-a-c-testa-di-kore-con-tra-i-capelli-spighe-e-foglie-di-grano-cavallo-e-palma-sullo-sfondo-zecca-di-cartagine-spl-viola-194b-26925.html,32,1293,2.47%,5.68
https://shop.moruzzi.it/it/italia-opera-balilla-distintivo-in-metallo-bianco-1936-opus-johnson-spl-(casolari-xv40)-25896.html,32,904,3.54%,9.34
https://shop.moruzzi.it/it/monete/monete-romane-repubblicane/monete-delle-guerre-civili.html,32,890,3.6%,8.93
https://shop.moruzzi.it/it/traiano-decio-asse-249-251-d-c-liberalitas-avg-s-c-la-liberalitas-con-abacus-e-cornucopia-zecca-di-roma-bronzo-bb-r-ric-120a-s.html,32,852,3.76%,7.7
https://shop.moruzzi.it/it/stato-pontificio-innocenzo-xii-pignatelli-piastra-1699-a-viii-venti-et-mare-obedivnt-ei-veduta-del-porto-di-anzio-zecca-di-roma-argento-qspl-rr-muntoni-25-27544.html,32,830,3.86%,6.7
https://shop.moruzzi.it/it/regno-d-italia-umberto-i-centesimi-2-1896-zecca-di-roma-rame-spl-rr-pagani-621.html,32,761,4.2%,8.69
https://shop.moruzzi.it/it/germania-terzo-reich-5-marchi-1936-j-zecca-di-amburgo-argento-mbb-km-86-30913.html,32,582,5.5%,5.67
https://shop.moruzzi.it/it/repubblica-di-san-marino-serie-divisionale-9-valori-2013.html,32,572,5.59%,9.26
https://shop.moruzzi.it/it/ducato-di-urbino-guidobaldo-i-di-montefeltro-quattrino-testa-grande-1482-1508-zecca-di-casteldurante-bronzo-qbb-r-cavicchi-15.html,32,497,6.44%,5.58
https://shop.moruzzi.it/it/medaglie/medaglie-papali/le-medaglie-di-benedetto-xiv-1740-1758.html,32,475,6.74%,8.14
https://shop.moruzzi.it/it/stato-pontificio-innocenzo-xi-odescalchi-piastra-an-i-sanctvs-matthaevs-aposta-san-matteo-seduto-su-nubi-e-un-angelo-alla-sua-sinistra-zecca-di-roma-argento-spl-muntoni-41.html,32,353,9.07%,7.59
https://shop.moruzzi.it/it/repubblica-italiana-banca-d-italia-1000-lire-30-05-1981-verdi-ii-tipo-firme-ciampi-stevani-mspl-150642-crapanzano-487-26491.html,31,2809,1.1%,10.11
https://shop.moruzzi.it/it/regno-d-italia-vittorio-emanuele-iii-lire-2-impero-1941-xix-zecca-di-roma-acmonital-spl-nc-pagani-760-29081.html,31,2575,1.2%,9.72
https://shop.moruzzi.it/it/francia-luigi-filippo-i-franchi-5-1841-w-zecca-di-lille-argento-mb-gadoury-678-28550.html,31,2306,1.34%,7.73
https://shop.moruzzi.it/en/coins/euro/vatican-city.html,31,2089,1.48%,9.77
https://shop.moruzzi.it/it/regno-d-italia-vittorio-emanuele-iii-2-lire-1943-xxi-impero-zecca-di-roma-acmonital-qspl-r-pagani-762.html,31,1979,1.57%,10.53
https://shop.moruzzi.it/it/repubblica-italiana-10-lire-1946-olivo-zecca-di-roma-italma-spl-r-84276-pagani-2301.html,31,1965,1.58%,7.27
https://shop.moruzzi.it/it/repubblica-italiana-biglietto-di-stato-lire-500-aretusa-campione-20-06-1966-firme-stammati-gubbels-ventura-signoretti-fds-r-crapanzano-cfr-bs58-28914.html,31,1842,1.68%,7.88
https://shop.moruzzi.it/it/repubblica-italiana-5-lire-1969-delfino-1-rovesciato-zecca-di-roma-italma-mspl-r-pagani-2365a.html,31,1617,1.92%,7.71
https://shop.moruzzi.it/it/italia-ond-distintivo-senza-data-n-fascio-opus-picchiani-e-barlacchi-spl-25535.html,31,1348,2.3%,11.36
https://shop.moruzzi.it/it/alberto-d-andrea-gaetano-faranda-e-umberto-moruzzi-magna-graecian-and-sicilian-counterfeit-coins-a-catalogue-edizioni-d-andrea.html,31,1264,2.45%,6.97
https://shop.moruzzi.it/it/stato-pontificio-benedetto-xiv-lambertini-quattrino-senza-data-25191.html,31,1137,2.73%,6.37
https://shop.moruzzi.it/it/granducato-di-toscana-pietro-leopoldo-di-lorena-francescone-1765-1790-1768.html,31,1063,2.92%,10.88
https://shop.moruzzi.it/it/regno-d-italia-umberto-i-lire-2-1897-zecca-di-roma-argento-fdc-pagani-598-28143.html,31,1032,3%,7.63
https://shop.moruzzi.it/it/eraclio-decanummo-622-623-d-c.html,31,1012,3.06%,6.49
https://shop.moruzzi.it/it/repubblica-italiana-biglietto-di-stato-lire-500-mercurio-14-02-1974-firme-miconi-nardi-fabiano-fds-crapanzano-bs62-28571.html,31,957,3.24%,6.73
https://shop.moruzzi.it/it/citta-del-vaticano-paolo-vi-montini-medaglia-annuale-in-argento-1969-an-vii-enciclica-humanae-vitae-opus-ettore-calvelli-fdc-141781-de-luca-332.html,31,863,3.59%,6.49
https://shop.moruzzi.it/it/claudio-sesterzio-41-50-d-c-ex-s-c-ob-cives-servatos-all-interno-di-una-corona-di-foglie-di-quercia-zecca-di-roma-bronzo-bb-ric-96.html,31,848,3.66%,7.54
https://shop.moruzzi.it/it/campania-cuma-didramma-400-385-a-c-zecca-di-cuma-argento-mb-rrrrr-cantilena-30-31-28929.html,31,837,3.7%,5.69
https://shop.moruzzi.it/it/traiano-decio-sesterzio-249-d-c-zecca-di-roma-bronzo-qspl-ric-105-r-28841.html,31,837,3.7%,8.65
https://shop.moruzzi.it/it/accessori.html,31,797,3.89%,11.34
https://shop.moruzzi.it/it/citta-del-vaticano-sede-vacante-1963-medaglia-in-argento-camerlengo-cardinale-benedetto-aloisi-masella-opus-aurelio-mistruzzi-per-la-ditta-savelli-di-roma-fdc-nc-120585-boccia-124.html,31,603,5.14%,7.58
https://shop.moruzzi.it/es/monedas/monedas-imperiales-romanas/monedas-de-probo.html,31,521,5.95%,6.27
https://shop.moruzzi.it/it/f-gavello-cartamoneta-italiana.html,31,276,11.23%,7.72
https://shop.moruzzi.it/it/repubblica-italiana-banca-d-italia-2000-lire-24-10-1983-galileo-galilei-firme-ciampi-stevani-fds-150935-crapanzano-504-27330.html,30,6127,0.49%,6.75
https://shop.moruzzi.it/it/repubblica-di-san-marino-vecchia-monetazione-5-centesimi-1894-zecca-di-roma-rame-fdc-28739-pagani-379.html,30,3590,0.84%,9.39
https://shop.moruzzi.it/it/repubblica-italiana-lire-500-caravelle-1959-zecca-di-roma-argento-fdc-pagani-2102-29029.html,30,3449,0.87%,10.1
https://shop.moruzzi.it/it/repubblica-italiana-banca-d-italia-lire-1000-grande-m-barbetti-modificato-medusa-14-04-1948-firme-einaudi-urbini-spl-crapanzano-464-28705.html,30,2952,1.02%,8.86
